Trip_ID,Customer_ID_x,Driver_ID_x,Pickup_Location_ID,Drop_Location_ID,Start_Time,End_Time,Start_Time_Dim_ID,End_Time_Dim_ID,Day_of_Week_x,Month_x,Quarter_x,Is_Peak_Hour_x,Is_Night_Ride,Is_Weekend,Vehicle_Type_x,Distance_KM,Duration_Minutes,Fare_Amount_INR,Discount_Amount_INR,Final_Fare_INR,Tip_Amount_INR,Surge_Multiplier,Trip_Status,Cancellation_Reason,Payment_Method,Promo_Applied,Trip_Purpose,Driver_Rating_Given,Customer_Rating_Given,Name_x,Gender,Age_Group,City_x,Area_x,Phone_x,Registration_Date,Registration_Channel,Membership_Tier,Is_Active,Preferred_Payment,Preferred_Vehicle,Ride_Type_Used,Total_Rides_x,Rides_Per_Month,Total_Amount_Spent_INR,Avg_Fare_Per_Ride_INR_x,Promo_Codes_Used,Referrals_Made,Rating_Given_to_Drivers,Customer_Rating,Cancellations,Cancellation_Rate_Pct_x,Complaints_Raised,Last_Complaint_Type,Primary_Ride_Purpose,Peak_Hour_Preference,Night_Rides_Pct_x,Weekend_Rides_Pct,Surge_Rides_Pct,Last_Ride_Date,Days_Since_Last_Ride,Name_y,City_y,Area_y,Phone_y,License_Number,Vehicle_Number,Vehicle_Type_y,Vehicle_Age_Years,Fuel_Type,Vehicle_Ownership,Onboarding_Channel,Join_Date,Experience_Years,Verification_Status,Languages_Known,Availability_Status,Shift_Preference,Daily_Online_Hours,Total_Rides_y,Rating_x,Driver_Badge,Acceptance_Rate_Pct,Completion_Rate_Pct,Cancellation_Rate_Pct_y,Total_Earnings_INR,Monthly_Avg_Earnings_INR,Avg_Fare_Per_Ride_INR_y,Incentives_Earned,Penalties_Received,Last_Penalty_Reason,Complaints_Received,Compliments_Received,Peak_Hour_Rides_Pct,Night_Rides_Pct_y,Surge_Acceptance_Pct,Last_Active_Date,Days_Since_Last_Active,Feedback_ID,Customer_ID_y,Driver_ID_y,Reviewer_Type,Feedback_Type,Feedback_Channel,Feedback_Date,Day_of_Week_y,Month_y,Quarter_y,Is_Peak_Hour_y,Rating_y,Sentiment,Comment,Word_Count,Has_Emoji,Issue_Flag,Issue_Category,Follow_Up_Required,Response_Status,Response_Date,Resolution_Days,Escalated,Compensation_Given,Helpful_Votes,Repeat_Feedback
TRIP000172,CUST00958,DRV00767,LOC_PUN_003,LOC_PUN_009,2023-05-05 12:56:43,2023-05-05 13:00:43,TM_202305051256,TM_202305051300,Friday,May,Q2,No,No,No,Autorickshaw,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Driver No Show,,No,Airport/Station,,,Priya Reddy,Female,26-35,Pune,Wakad,+91-8588188263,2022-02-19,App,Gold,No,UPI,Autorickshaw,Both,197,5.65,31933.68,152.28,23,6,4.2,4.7,9,4.37,2,,Shopping,Afternoon (12-3PM),23.0,24.0,33.2,2023-09-19,469,Prakash Patil,Mumbai,Goregaon,+91-8285132814,MH0922554015,MH20JC4740,Sedan,5,Electric,Self-Owned,Agent,2018-10-22,11.9,Verified,Marathi+Hindi,On Trip,Afternoon (2PM-10PM),12.8,10125,4.4,Silver,57.0,83.3,19.8,2971940.17,20811.91,264.69,45,0,,3,17,58.3,20.5,89.8,2024-08-02,151,FBK000486,CUST00711,DRV00777,Customer,Overall Experience,In-App Chat,2024-09-02 11:41:00,Monday,September,Q3,No,5.0,Positive,"Driver followed all traffic rules, felt very safe.",8.0,No,No,,No,Closed,,,No,No,35.0,No
TRIP000173,CUST00058,DRV00178,LOC_PUN_014,LOC_PUN_010,2023-02-08 15:00:26,2023-02-08 15:25:26,TM_202302081500,TM_202302081525,Wednesday,February,Q1,No,No,No,Autorickshaw,2.99,25,95.93,0.0,95.93,0.0,2.0,Ongoing,,,Yes,Airport/Station,,,Ravi Mishra,Male,26-35,Pune,Hadapsar,+91-7082859921,2022-08-25,App,Platinum,No,UPI,SUV,Both,208,7.26,23804.59,121.78,10,13,4.6,3.8,17,7.56,4,,School/College,Afternoon (12-3PM),49.9,22.9,5.6,2023-12-04,393,Rohan Kadam,Pune,Viman Nagar,+91-7567346320,MH0223209254,MH01KL7315,Sedan,5,Electric,Self-Owned,Referral,2023-01-05,1.9,Verified,Marathi+Hindi,On Trip,Morning (6AM-2PM),10.3,1287,3.3,Bronze,70.7,84.8,14.6,328580.27,14411.42,250.56,3,6,Route Deviation,8,9,29.9,26.0,35.2,2024-10-13,79,FBK000159,CUST00011,DRV00285,Driver,Vehicle Feedback,Email,2024-09-05 11:31:00,Thursday,September,Q3,No,3.0,Neutral,"Vehicle was decent, could have been cleaner.",7.0,No,No,,No,Resolved,,,No,No,9.0,No
TRIP000174,CUST00495,DRV00937,LOC_MUM_013,LOC_MUM_006,2023-11-01 17:34:44,2023-11-01 18:16:44,TM_202311011734,TM_202311011816,Wednesday,November,Q4,Yes,No,No,Sedan,15.21,42,385.02,0.0,385.02,0.0,1.0,Completed,,UPI,No,Airport/Station,3.7,3.9,Ritika Tiwari,Male,36-45,Pune,Shivajinagar,+91-7664442728,2021-07-26,Web,Gold,No,Card,Any,Both,139,3.33,75834.32,573.83,5,9,3.8,3.5,5,3.47,0,Overcharging,Work/Office,Evening (5-9PM),39.9,18.0,25.0,2023-08-08,511,Santosh Tiwari,Mumbai,Malad,+91-8257679438,MH1223550409,MH15OP5921,Autorickshaw,4,CNG,Self-Owned,Referral,2019-01-15,1.6,Verified,Marathi+Hindi+English,Break,Afternoon (2PM-10PM),10.8,627,3.5,Bronze,58.1,85.8,17.4,80371.68,4186.02,117.22,46,7,Misconduct,0,6,62.5,20.6,54.2,2024-07-26,158,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000175,CUST00926,DRV00530,LOC_PUN_006,LOC_PUN_013,2023-03-05 01:25:39,2023-03-05 01:41:39,TM_202303050125,TM_202303050141,Sunday,March,Q1,No,Yes,Yes,SUV,6.09,16,284.58,38.99,245.59,20.88,1.5,Completed,,Cash,Yes,Medical,4.1,3.3,Kiran Rao,Female,18-25,Pune,Hadapsar,+91-7483947707,2020-10-13,App,Gold,No,Card,Any,Both,111,2.16,11229.92,115.26,17,8,4.5,5.0,14,11.2,2,,Shopping,Afternoon (12-3PM),36.2,53.7,39.8,2023-06-17,563,Rohan Mane,Mumbai,Andheri,+91-8149780132,MH0924436862,MH20IM6751,Autorickshaw,4,CNG,Rented,Camp,2023-07-01,8.2,Pending,Marathi+Hindi,Break,Night (10PM-6AM),11.9,1664,3.3,Bronze,70.0,89.2,10.1,179720.39,1826.43,109.42,1,3,Late Cancellation,4,10,54.7,16.1,55.3,2024-03-17,289,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000176,CUST00982,DRV00636,LOC_PUN_009,LOC_PUN_014,2023-05-15 14:35:25,2023-05-15 15:35:25,TM_202305151435,TM_202305151535,Monday,May,Q2,No,No,No,Mini Cab,26.25,60,1361.25,0.0,1361.25,41.51,2.5,Completed,,Net Banking,No,Work/Office,4.3,4.2,Priya Rao,Male,46-55,Mumbai,Thane,+91-9006891988,2020-10-01,Referral,Silver,No,UPI,Mini Cab,Cab,65,1.26,33015.86,558.24,6,0,4.7,3.0,13,16.67,2,,Airport/Station,Night (9PM-12AM),23.6,57.6,39.5,2024-03-02,304,Lokesh Pawar,Pune,Magarpatta,+91-7499451799,MH4024233796,MH07WD5748,Mini Cab,4,Petrol,Self-Owned,Camp,2023-12-12,10.7,Verified,Marathi+Hindi,On Trip,Flexible,6.3,4761,3.5,Bronze,79.5,88.2,9.1,709334.01,5524.41,170.56,38,3,Overcharging,9,21,28.0,9.5,30.1,2024-07-08,176,FBK000608,CUST00176,DRV00004,Driver,App Feedback,Call Center,2023-04-19 06:11:00,Wednesday,April,Q2,No,3.0,Neutral,"Ride was okay, nothing exceptional.",5.0,Yes,No,,No,Closed,,,No,No,1.0,No
TRIP000176,CUST00982,DRV00636,LOC_PUN_009,LOC_PUN_014,2023-05-15 14:35:25,2023-05-15 15:35:25,TM_202305151435,TM_202305151535,Monday,May,Q2,No,No,No,Mini Cab,26.25,60,1361.25,0.0,1361.25,41.51,2.5,Completed,,Net Banking,No,Work/Office,4.3,4.2,Priya Rao,Male,46-55,Mumbai,Thane,+91-9006891988,2020-10-01,Referral,Silver,No,UPI,Mini Cab,Cab,65,1.26,33015.86,558.24,6,0,4.7,3.0,13,16.67,2,,Airport/Station,Night (9PM-12AM),23.6,57.6,39.5,2024-03-02,304,Lokesh Pawar,Pune,Magarpatta,+91-7499451799,MH4024233796,MH07WD5748,Mini Cab,4,Petrol,Self-Owned,Camp,2023-12-12,10.7,Verified,Marathi+Hindi,On Trip,Flexible,6.3,4761,3.5,Bronze,79.5,88.2,9.1,709334.01,5524.41,170.56,38,3,Overcharging,9,21,28.0,9.5,30.1,2024-07-08,176,FBK000714,CUST00998,DRV00845,Customer,Vehicle Feedback,In-App Chat,2023-06-08 14:36:00,Thursday,June,Q2,No,5.0,Positive,"Very punctual pickup, loved the service.",6.0,No,No,,No,Closed,,,No,No,17.0,No
TRIP000176,CUST00982,DRV00636,LOC_PUN_009,LOC_PUN_014,2023-05-15 14:35:25,2023-05-15 15:35:25,TM_202305151435,TM_202305151535,Monday,May,Q2,No,No,No,Mini Cab,26.25,60,1361.25,0.0,1361.25,41.51,2.5,Completed,,Net Banking,No,Work/Office,4.3,4.2,Priya Rao,Male,46-55,Mumbai,Thane,+91-9006891988,2020-10-01,Referral,Silver,No,UPI,Mini Cab,Cab,65,1.26,33015.86,558.24,6,0,4.7,3.0,13,16.67,2,,Airport/Station,Night (9PM-12AM),23.6,57.6,39.5,2024-03-02,304,Lokesh Pawar,Pune,Magarpatta,+91-7499451799,MH4024233796,MH07WD5748,Mini Cab,4,Petrol,Self-Owned,Camp,2023-12-12,10.7,Verified,Marathi+Hindi,On Trip,Flexible,6.3,4761,3.5,Bronze,79.5,88.2,9.1,709334.01,5524.41,170.56,38,3,Overcharging,9,21,28.0,9.5,30.1,2024-07-08,176,FBK000805,CUST00450,DRV00202,Customer,Overall Experience,SMS,2024-11-02 05:12:00,Saturday,November,Q4,No,4.0,Positive,"Driver knew the best route, saved a lot of time.",10.0,Yes,No,,No,Resolved,,,No,No,25.0,Yes
TRIP000176,CUST00982,DRV00636,LOC_PUN_009,LOC_PUN_014,2023-05-15 14:35:25,2023-05-15 15:35:25,TM_202305151435,TM_202305151535,Monday,May,Q2,No,No,No,Mini Cab,26.25,60,1361.25,0.0,1361.25,41.51,2.5,Completed,,Net Banking,No,Work/Office,4.3,4.2,Priya Rao,Male,46-55,Mumbai,Thane,+91-9006891988,2020-10-01,Referral,Silver,No,UPI,Mini Cab,Cab,65,1.26,33015.86,558.24,6,0,4.7,3.0,13,16.67,2,,Airport/Station,Night (9PM-12AM),23.6,57.6,39.5,2024-03-02,304,Lokesh Pawar,Pune,Magarpatta,+91-7499451799,MH4024233796,MH07WD5748,Mini Cab,4,Petrol,Self-Owned,Camp,2023-12-12,10.7,Verified,Marathi+Hindi,On Trip,Flexible,6.3,4761,3.5,Bronze,79.5,88.2,9.1,709334.01,5524.41,170.56,38,3,Overcharging,9,21,28.0,9.5,30.1,2024-07-08,176,FBK000998,CUST00338,DRV00874,Driver,App Feedback,SMS,2024-05-14 17:39:00,Tuesday,May,Q2,Yes,5.0,Positive,"Excellent navigation, avoided all traffic jams.",6.0,No,No,,No,Closed,,,No,No,37.0,No
TRIP000177,CUST00329,DRV00911,LOC_MUM_010,LOC_MUM_004,2024-08-08 21:58:14,2024-08-08 22:03:14,TM_202408082158,TM_202408082203,Thursday,August,Q3,Yes,No,No,SUV,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Weather,,Yes,School/College,,,Suresh Mishra,Female,36-45,Pune,Viman Nagar,+91-8328588558,2020-05-31,App,Gold,No,Card,Autorickshaw,Both,146,2.61,65920.39,408.55,3,14,4.5,3.8,4,2.67,2,,Medical,Night (9PM-12AM),17.4,23.7,10.7,2023-05-20,591,Vinay Deshmukh,Pune,Wakad,+91-7134023609,MH1424829052,MH05HO7931,Autorickshaw,1,CNG,Self-Owned,App,2022-02-03,6.0,Verified,Hindi,Online,Morning (6AM-2PM),8.5,2527,3.4,Bronze,64.4,78.0,26.4,219363.5,3046.72,94.56,4,2,Late Cancellation,4,5,57.4,23.2,42.8,2024-04-12,263,FBK000536,CUST00478,DRV00453,Driver,Overall Experience,App,2024-08-16 14:54:00,Friday,August,Q3,No,1.5,Negative,Driver demanded extra cash over the app fare.,8.0,Yes,Yes,Route Issue,Yes,Escalated,2024-08-18 09:54:00,1.0,Yes,Yes,8.0,No
TRIP000178,CUST00151,DRV00797,LOC_PUN_010,LOC_PUN_005,2023-02-19 21:08:29,2023-02-19 21:09:29,TM_202302192108,TM_202302192109,Sunday,February,Q1,Yes,No,Yes,Sedan,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,No Driver Available,,No,Leisure,,,Deepak Pandey,Male,36-45,Mumbai,Thane,+91-9834299837,2020-03-16,App,Gold,No,UPI,Sedan,Both,174,2.98,13170.08,69.22,29,1,4.9,4.6,18,9.38,3,,Leisure,Evening (5-9PM),47.5,28.7,25.4,2023-02-02,698,Nikhil Mane,Mumbai,Goregaon,+91-7674636966,MH0424536199,MH19XU9044,Sedan,4,CNG,Company Fleet,Agent,2018-07-26,13.8,Verified,Marathi+Hindi,Offline,Afternoon (2PM-10PM),11.6,3379,4.0,Silver,74.9,87.9,13.3,656544.76,3964.64,218.2,4,5,Late Cancellation,4,19,35.5,10.2,57.1,2024-06-12,202,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000179,CUST00298,DRV00431,LOC_MUM_009,LOC_MUM_011,2024-01-11 12:15:15,2024-01-11 12:20:15,TM_202401111215,TM_202401111220,Thursday,January,Q1,No,No,No,Autorickshaw,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Driver No Show,,No,Airport/Station,,,Kiran Shah,Male,18-25,Pune,Baner,+91-8233139215,2020-12-22,Referral,Gold,No,Cash,Mini Cab,Both,103,2.1,23317.53,226.02,11,14,3.9,3.9,4,3.74,0,,Airport/Station,Night (9PM-12AM),20.0,51.6,37.3,2023-03-06,666,Santosh Shinde,Mumbai,Bandra,+91-8434790567,MH0924352924,MH20TP5208,Mini Cab,1,Diesel,Self-Owned,Camp,2023-10-19,8.3,Verified,Marathi+Hindi,On Trip,Afternoon (2PM-10PM),10.6,4997,3.0,Bronze,61.6,82.5,13.5,847007.62,8504.09,176.5,2,3,Route Deviation,9,10,36.4,39.1,42.8,2024-04-19,256,FBK000221,CUST00048,DRV00291,Customer,Overall Experience,App,2023-09-15 03:09:00,Friday,September,Q3,No,4.0,Positive,"Very punctual pickup, loved the service.",6.0,No,No,,No,Resolved,,,No,No,42.0,Yes
TRIP000179,CUST00298,DRV00431,LOC_MUM_009,LOC_MUM_011,2024-01-11 12:15:15,2024-01-11 12:20:15,TM_202401111215,TM_202401111220,Thursday,January,Q1,No,No,No,Autorickshaw,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Driver No Show,,No,Airport/Station,,,Kiran Shah,Male,18-25,Pune,Baner,+91-8233139215,2020-12-22,Referral,Gold,No,Cash,Mini Cab,Both,103,2.1,23317.53,226.02,11,14,3.9,3.9,4,3.74,0,,Airport/Station,Night (9PM-12AM),20.0,51.6,37.3,2023-03-06,666,Santosh Shinde,Mumbai,Bandra,+91-8434790567,MH0924352924,MH20TP5208,Mini Cab,1,Diesel,Self-Owned,Camp,2023-10-19,8.3,Verified,Marathi+Hindi,On Trip,Afternoon (2PM-10PM),10.6,4997,3.0,Bronze,61.6,82.5,13.5,847007.62,8504.09,176.5,2,3,Route Deviation,9,10,36.4,39.1,42.8,2024-04-19,256,FBK000391,CUST00980,DRV00729,Customer,Overall Experience,Email,2024-08-24 07:42:00,Saturday,August,Q3,Yes,4.0,Positive,"Very punctual pickup, loved the service.",6.0,Yes,No,,No,Resolved,,,No,No,0.0,No
TRIP000180,CUST00444,DRV00564,LOC_MUM_012,LOC_MUM_009,2023-11-06 11:58:51,2023-11-06 11:59:51,TM_202311061158,TM_202311061159,Monday,November,Q4,No,No,No,Mini Cab,0.0,0,0.0,0.0,0.0,0.0,1.0,Cancelled,Weather,,No,Medical,,,Swati Sharma,Female,26-35,Pune,Baner,+91-8920436255,2023-03-29,App,Silver,No,UPI,Sedan,Cab,56,2.61,7588.05,132.03,6,11,3.6,3.4,2,3.45,0,,Leisure,Evening (5-9PM),48.3,38.1,25.8,2023-11-16,411,Bharat Yadav,Mumbai,Malad,+91-9971833390,MH1222652751,MH03GG2295,SUV,7,Diesel,Self-Owned,App,2022-11-28,6.2,Verified,Marathi+Hindi,Offline,Morning (6AM-2PM),10.6,3814,3.5,Bronze,89.4,83.2,16.4,915986.74,12311.65,256.23,31,3,Misconduct,8,7,36.7,32.7,34.1,2024-12-08,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000181,CUST00887,DRV00351,LOC_MUM_009,LOC_MUM_012,2024-05-21 02:54:30,2024-05-21 03:47:30,TM_202405210254,TM_202405210347,Tuesday,May,Q2,No,Yes,No,Sedan,34.71,53,1240.83,0.0,1240.83,0.0,1.5,Completed,,Cash,No,School/College,3.8,4.0,Nisha Patil,Male,18-25,Mumbai,Dadar,+91-8415347982,2021-09-03,Web,Bronze,No,Cash,Mini Cab,Autorickshaw,40,0.99,20821.2,524.61,16,11,3.8,4.6,14,25.93,4,Route Issue,Leisure,Morning (7-10AM),43.7,34.0,28.6,2023-10-12,446,Yogesh Salunke,Mumbai,Kurla,+91-7192026738,MH3524101680,MH20GG6447,Autorickshaw,10,CNG,Self-Owned,App,2022-08-13,4.5,Verified,Marathi+Hindi,On Trip,Afternoon (2PM-10PM),11.6,1066,3.3,Bronze,84.2,79.8,15.6,165593.85,3066.55,148.17,8,4,Route Deviation,5,6,67.4,20.7,91.9,2024-01-25,341,FBK000374,CUST00142,DRV00536,Driver,Vehicle Feedback,Email,2024-07-05 15:58:00,Friday,July,Q3,No,5.0,Positive,"Professional and friendly driver, great experience.",6.0,Yes,No,,No,Closed,,,No,No,37.0,Yes
TRIP000181,CUST00887,DRV00351,LOC_MUM_009,LOC_MUM_012,2024-05-21 02:54:30,2024-05-21 03:47:30,TM_202405210254,TM_202405210347,Tuesday,May,Q2,No,Yes,No,Sedan,34.71,53,1240.83,0.0,1240.83,0.0,1.5,Completed,,Cash,No,School/College,3.8,4.0,Nisha Patil,Male,18-25,Mumbai,Dadar,+91-8415347982,2021-09-03,Web,Bronze,No,Cash,Mini Cab,Autorickshaw,40,0.99,20821.2,524.61,16,11,3.8,4.6,14,25.93,4,Route Issue,Leisure,Morning (7-10AM),43.7,34.0,28.6,2023-10-12,446,Yogesh Salunke,Mumbai,Kurla,+91-7192026738,MH3524101680,MH20GG6447,Autorickshaw,10,CNG,Self-Owned,App,2022-08-13,4.5,Verified,Marathi+Hindi,On Trip,Afternoon (2PM-10PM),11.6,1066,3.3,Bronze,84.2,79.8,15.6,165593.85,3066.55,148.17,8,4,Route Deviation,5,6,67.4,20.7,91.9,2024-01-25,341,FBK000386,CUST00334,DRV00322,Customer,Vehicle Feedback,SMS,2024-09-19 20:01:00,Thursday,September,Q3,Yes,4.5,Positive,Best cab ride I have had in a long time.,10.0,No,No,,No,Closed,,,No,No,18.0,No
TRIP000182,CUST00107,DRV00910,LOC_PUN_007,LOC_PUN_012,2023-01-01 23:02:20,2023-01-01 23:20:20,TM_202301012302,TM_202301012320,Sunday,January,Q1,No,Yes,Yes,SUV,8.65,18,263.8,0.0,263.8,0.0,1.0,Completed,,UPI,No,Airport/Station,3.4,3.1,Vikram Kumar,Female,26-35,Pune,Hinjewadi,+91-7166691968,2023-09-30,App,Gold,Yes,UPI,Mini Cab,Both,106,6.94,18747.16,156.29,12,12,2.5,3.1,15,12.4,1,,Work/Office,Night (9PM-12AM),35.9,41.0,35.0,2024-11-06,55,Bharat Shinde,Pune,Magarpatta,+91-7357099434,MH3621390668,MH03TW6959,Autorickshaw,3,CNG,Self-Owned,App,2020-09-21,11.8,Verified,Marathi+Hindi+English,Online,Flexible,8.2,4161,4.0,Silver,94.8,95.6,4.4,357775.28,2526.66,86.86,33,7,Route Deviation,7,19,51.8,5.2,64.3,2024-03-29,277,FBK000089,CUST00560,DRV00768,Driver,Overall Experience,App,2024-01-16 20:25:00,Tuesday,January,Q1,Yes,5.0,Positive,"Driver knew the best route, saved a lot of time.",10.0,No,No,,No,Resolved,,,No,No,33.0,No
TRIP000183,CUST00964,DRV00588,LOC_MUM_003,LOC_MUM_007,2023-01-06 11:58:38,2023-01-06 12:11:38,TM_202301061158,TM_202301061211,Friday,January,Q1,No,No,No,Sedan,8.59,13,207.86,0.0,207.86,0.0,2.0,Ongoing,,,Yes,Leisure,,,Suresh Desai,Other,26-35,Pune,Hadapsar,+91-8734749967,2020-11-01,Offline,Gold,No,Cash,Autorickshaw,Both,198,3.91,89798.14,434.78,15,11,3.8,4.4,7,3.41,2,,Work/Office,Night (9PM-12AM),6.1,29.7,31.0,2024-06-05,209,Raju Deshmukh,Pune,Wakad,+91-7327959833,MH3923406562,MH08NP7147,SUV,4,Petrol,Rented,Agent,2022-08-11,7.5,Verified,Marathi,Online,Afternoon (2PM-10PM),5.3,4224,3.7,Bronze,59.5,86.2,17.5,2047518.21,22750.2,437.38,8,5,Route Deviation,5,1,62.3,34.7,81.9,2024-03-31,275,FBK000563,CUST00845,DRV00319,Customer,App Feedback,Email,2024-10-14 18:44:00,Monday,October,Q4,Yes,5.0,Positive,"Professional and friendly driver, great experience.",6.0,No,No,,No,Closed,,,No,No,8.0,No
TRIP000183,CUST00964,DRV00588,LOC_MUM_003,LOC_MUM_007,2023-01-06 11:58:38,2023-01-06 12:11:38,TM_202301061158,TM_202301061211,Friday,January,Q1,No,No,No,Sedan,8.59,13,207.86,0.0,207.86,0.0,2.0,Ongoing,,,Yes,Leisure,,,Suresh Desai,Other,26-35,Pune,Hadapsar,+91-8734749967,2020-11-01,Offline,Gold,No,Cash,Autorickshaw,Both,198,3.91,89798.14,434.78,15,11,3.8,4.4,7,3.41,2,,Work/Office,Night (9PM-12AM),6.1,29.7,31.0,2024-06-05,209,Raju Deshmukh,Pune,Wakad,+91-7327959833,MH3923406562,MH08NP7147,SUV,4,Petrol,Rented,Agent,2022-08-11,7.5,Verified,Marathi,Online,Afternoon (2PM-10PM),5.3,4224,3.7,Bronze,59.5,86.2,17.5,2047518.21,22750.2,437.38,8,5,Route Deviation,5,1,62.3,34.7,81.9,2024-03-31,275,FBK000813,CUST00616,DRV00555,Customer,Driver Feedback,Call Center,2024-05-20 16:57:00,Monday,May,Q2,No,5.0,Positive,"Reached on time, very smooth experience overall.",7.0,Yes,No,,No,Resolved,,,No,No,22.0,No
TRIP000184,CUST00678,DRV00693,LOC_PUN_009,LOC_PUN_014,2023-07-17 00:24:36,2023-07-17 01:23:36,TM_202307170024,TM_202307170123,Monday,July,Q3,No,Yes,No,Sedan,25.56,59,1582.8,0.0,1582.8,15.1,2.5,Completed,,UPI,No,Work/Office,4.5,3.5,Kavya Tiwari,Male,26-35,Pune,Kharadi,+91-7609223405,2020-11-19,Offline,Silver,No,UPI,Autorickshaw,Cab,95,1.9,53536.47,498.84,23,5,2.5,3.5,5,5.0,3,,Work/Office,Morning (7-10AM),41.3,14.6,29.2,2024-01-20,346,Suresh Sharma,Pune,Hinjewadi,+91-9509625068,MH0823241249,MH02UJ8065,Autorickshaw,1,Petrol,Rented,Agent,2020-08-28,1.3,Verified,Marathi+Hindi+English,Online,Flexible,13.8,545,3.0,Bronze,84.9,79.6,22.5,66889.7,4287.8,111.03,49,3,Route Deviation,9,5,23.7,33.7,76.8,2024-02-27,308,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000185,CUST00074,DRV00367,LOC_MUM_012,LOC_MUM_007,2023-12-02 08:37:30,2023-12-02 10:32:30,TM_202312020837,TM_202312021032,Saturday,December,Q4,Yes,No,Yes,Autorickshaw,28.81,115,676.67,0.0,676.67,0.0,1.25,Completed,,UPI,No,Airport/Station,3.4,4.5,Anjali Mishra,Female,18-25,Mumbai,Bandra,+91-9432794819,2022-05-16,App,Silver,No,UPI,Mini Cab,Cab,84,2.62,15865.97,195.48,28,7,2.6,3.9,16,16.0,4,,Shopping,Evening (5-9PM),18.4,32.5,10.9,2023-12-27,370,Dinesh Kadam,Pune,Kharadi,+91-8071861530,MH0222477745,MH09PD6959,Mini Cab,2,CNG,Rented,App,2022-05-11,4.2,Pending,Marathi+Hindi,Online,Afternoon (2PM-10PM),12.5,3384,3.2,Bronze,75.2,72.4,23.3,946369.46,18777.17,249.53,27,2,Misconduct,1,23,66.0,19.2,77.8,2024-07-29,155,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000186,CUST00650,DRV00387,LOC_MUM_003,LOC_MUM_011,2023-11-10 12:45:44,2023-11-10 13:44:44,TM_202311101245,TM_202311101344,Friday,November,Q4,No,No,No,Sedan,33.21,59,801.42,0.0,801.42,0.0,1.0,Completed,,Net Banking,No,Medical,5.0,3.4,Ritika Patil,Male,36-45,Pune,Magarpatta,+91-8956240305,2021-02-17,Web,Gold,No,UPI,Sedan,Both,176,3.74,23225.24,140.54,26,8,4.6,3.5,15,7.85,3,,Work/Office,Night (9PM-12AM),30.5,28.9,33.7,2023-10-24,434,Manoj Sharma,Mumbai,Andheri,+91-8978243680,MH2320644744,MH05YA2159,Sedan,6,CNG,Self-Owned,Referral,2023-05-27,14.4,Verified,Hindi,Online,Afternoon (2PM-10PM),6.2,6653,4.9,Elite,90.3,94.9,9.3,2951281.72,17079.18,396.17,15,0,,9,10,57.1,8.6,56.1,2024-12-01,30,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000187,CUST00567,DRV00138,LOC_MUM_011,LOC_MUM_015,2023-01-11 03:24:45,2023-01-11 04:35:45,TM_202301110324,TM_202301110435,Wednesday,January,Q1,No,Yes,No,Sedan,26.59,71,670.18,0.0,670.18,24.6,1.0,Completed,,Cash,No,Shopping,4.5,4.9,Sneha Gupta,Male,36-45,Pune,Shivajinagar,+91-8127612599,2022-02-17,App,Gold,No,Card,Any,Both,155,4.44,8401.2,59.17,18,9,4.1,4.5,16,9.36,0,Late Pickup,Airport/Station,Morning (7-10AM),45.3,59.7,5.0,2023-02-24,676,Vivek Yadav,Mumbai,Malad,+91-9716195979,MH0921853295,MH06LK9660,SUV,11,Petrol,Self-Owned,Agent,2022-10-09,4.7,Verified,Marathi,Online,Flexible,11.9,1504,3.8,Bronze,93.4,96.6,6.0,893120.15,15835.46,548.42,26,6,Misconduct,5,1,24.7,16.4,31.8,2024-12-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIP000188,CUST00493,DRV00758,LOC_MUM_008,LOC_MUM_010,2024-07-29 12:05:34,2024-07-29 12:39:34,TM_202407291205,TM_202407291239,Monday,July,Q3,No,No,No,Autorickshaw,14.11,34,595.85,0.0,595.85,0.0,2.5,Completed,,Net Banking,No,School/College,4.9,3.3,Deepak Patil,Female,18-25,Pune,Magarpatta,+91-9859844787,2022-07-11,Referral,Silver,No,Net Banking,Sedan,Cab,48,1.59,11585.33,261.81,18,6,4.0,3.8,5,9.43,1,,Airport/Station,Morning (7-10AM),36.4,24.2,33.2,2023-01-05,726,Nilesh More,Mumbai,Borivali,+91-8792535012,MH0324443342,MH05FB2877,Autorickshaw,9,CNG,Rented,App,2021-03-20,1.3,Verified,Marathi,On Trip,Afternoon (2PM-10PM),11.9,388,3.2,Bronze,83.9,76.4,21.9,61611.59,3949.46,138.31,39,5,Late Cancellation,0,3,59.5,31.2,40.2,2024-03-17,289,,,,,,,,,,,,,,,,,,,,,,,,,,
